"IDNO"	"KING"	"FAMI"	"ENGT"
2013	"Z"	"Scolopacidae"	"sandpiper, green"
2014	"Z"	"Scolopacidae"	"sandpiper, common"
2015	"Z"	"Scolopacidae"	"sandpiper, terek"
2016	"Z"	"Scolopacidae"	"stint, Temminck's"
2017	"B"	"Arecaceae"	"latan, blue"
2018	"B"	"Arecaceae"	"palm, talipot"
2019	"B"	"Arecaceae"	"palm, Fiji fan"
2020	"B"	"Arecaceae"	"palm, petticoat"
2021	"Z"	"Laridae"	"tern, common"
2022	"Z"	"Laridae"	"tern, black-naped"
2023	"Z"	"Laridae"	"tern, little"
2024	"Z"	"Laridae"	"tern, white-winged black"
2025	"Z"	"Columbidae"	"pigeon, green Imperial"
2026	"Z"	"Columbidae"	"pigeon, mountain Imperial"
2027	"Z"	"Columbidae"	"pigeon, rock"
2028	"Z"	"Columbidae"	"dove, red turtle-"
2029	"Z"	"Columbidae"	"dove, zebra"
2030	"Z"	"Columbidae"	"dove, emerald"
2031	"Z"	"Psittacidae"	"parakeet, blossom-headed"
2032	"Z"	"Psittacidae"	"parakeet, vernal hanging"
2033	"Z"	"Cuculidae"	"cuckoo, large hawk-"
2034	"Z"	"?"	"oyster, pearl"
2035	"Z"	"Cuculidae"	"cuckoo, Asian emerald"
2036	"Z"	"Cuculidae"	"cuckoo, violet"
2037	"Z"	"Cuculidae"	"cuckoo, drongo"
2038	"Z"	"Cuculidae"	"malkoha, Raffles'"
2039	"Z"	"Cuculidae"	"malkoha, red-billed"
2040	"Z"	"Cuculidae"	"malkoha, chestnut-breasted"
2041	"Z"	"Strigidae"	"owl, mountain scops-"
2042	"Z"	"Strigidae"	"owl, common scops-"
2043	"Z"	"Strigidae"	"owlet, Asian barred"
2044	"Z"	"Strigidae"	"owlet, collared"
2045	"Z"	"Strigidae"	"owlet, spotted"
2046	"Z"	"Strigidae"	"owl, spot-bellied eagle-"
2047	"Z"	"Caprimulgidae"	"nightjar, grey"
2048	"Z"	"Caprimulgidae"	"nightjar, large-tailed"
2049	"Z"	"Caprimulgidae"	"nightjar, Indian"
2050	"Z"	"Caprimulgidae"	"nightjar, savanna"
2051	"Z"	"Alcedinidae"	"kingfisher, blue-eared"
2052	"Z"	"Alcedinidae"	"kingfisher, banded"
2053	"Z"	"Alcedinidae"	"kingfisher, Oriental dwarf"
2054	"Z"	"Alcedinidae"	"kingfisher, blue-banded"
2055	"Z"	"Alcedinidae"	"kingfisher, stork-billed"
2056	"Z"	"Cuculidae"	"cuckoo, coral-billed ground-"
2057	"Z"	"Meropidae"	"bee-eater, red-bearded"
2058	"Z"	"Bucerotidae"	"hornbill, bushy-crested"
2059	"Z"	"Bucerotidae"	"hornbill, wreathed"
2060	"Z"	"Bucerotidae"	"hornbill, Oriental pied"
2061	"Z"	"Megalaimidae"	"barbet, lineated"
2062	"Z"	"Megalaimidae"	"barbet, gold-whiskered"
2063	"Z"	"Megalaimidae"	"barbet, red-throated"
2064	"Z"	"Megalaimidae"	"barbet, blue-throated"
2065	"Z"	"Megalaimidae"	"barbet, blue-eared"
2066	"Z"	"Megalaimidae"	"barbet, coppersmith"
2067	"Z"	"Picidae"	"piculet, speckled"
2068	"Z"	"Picidae"	"piculet, white-browed"
2069	"Z"	"Picidae"	"yellownape, greater"
2070	"Z"	"Picidae"	"yellownape, lesser"
2071	"Z"	"Picidae"	"woodpecker, rufous"
2072	"Z"	"Picidae"	"woodpecker, grey-capped"
2076	"Z"	"Turnicidae"	"buttonquail, small"
2079	"Z"	"Ariidae"	"catfish, ?"
2080	"Z"	"Bagridae"	"mystus, long fatty-finned"
2082	"Z"	"Pangasidae"	"catfish, river ?"
2084	"Z"	"Ophiocephalidae"	"snakehead, giant"
2086	"Z"	"Lutianidae"	"snapper, ?"
2088	"Z"	"Scombridae"	"mackerel, Indian"
2089	"Z"	"Gobiidae"	"goby, ?"
2090	"Z"	"Mastacembelidae"	"eel, armed spiny"
2092	"Z"	"Drepanidae"	"sicklefish, striped"
2093	"Z"	"Carangidae"	"trevally, black-banded"
2094	"Z"	"Anabantidae"	"gourami, striped croaking"
2095	"Z"	"Bagridae"	"catfish, Siamese rock"
2096	"B"	"Rosaceae"	"rose"
2097	"Z"	"Cyprinidae"	"shark, red-tailed black"
2098	"Z"	"Engraulidae"	"anchovy, moustached taper-tail"
2099	"Z"	"Polynemidae"	"threadfin, paradise"
2100	"Z"	"Cyprinidae"	"danio, blue"
2101	"Z"	"Dasyatidae"	"stingray, freshwater"
2102	"Z"	"Coryphaenidae"	"dolphinfish, common"
2103	"Z"	"Sciaenidae"	"croaker, soldier"
2104	"Z"	"Lobotidae"	"tiger fish, Siamese"
2105	"Z"	"Eleotridae"	"goby, marbled sleepy"
2106	"Z"	"Cyprinodontodae"	"panchax, blue"
2107	"Z"	"Cyprinidae"	"barb, Greenway"
2108	"Z"	"Tetrodontidae"	"bufferfish, green"
2109	"Z"	"Cyprinidae"	"carp, Jullen's mud"
2110	"Z"	"Cyprinidae"	"barb, Sumatran tiger"
2111	"Z"	"Cyprinidae"	"rasbora, Harlequin"
2112	"Z"	"Cyprinidae"	"carp, greater brook"
2113	"Z"	"Cobitidae"	"botia, yellow-tail"
2114	"Z"	"Cyprinidae"	"barb, Waander's bony lipped"
2115	"Z"	"Istiophoridae"	"sailfish, banana"
2116	"Z"	"Ariidae"	"catfish, truncated estuarine ?"
2117	"Z"	"?"	"catfish, torrent"
2118	"Z"	"?"	"catfish, Bocourt's river"
2119	"Z"	"Cyprinidae"	"rohu"
2120	"Z"	"Bagridae"	"mystus, iridescent"
2121	"Z"	"Cyprinidae"	"barb, soldier river"
2122	"Z"	"?"	"catfish, scrobranch"
2123	"Z"	"?"	"barilius, stream"
2124	"Z"	"Cyprinidae"	"barb, Burmese"
2125	"Z"	"Sisoridae"	"bagarius, giant"
2126	"Z"	"Cyprinidae"	"barb, Indian river"
2127	"Z"	"Cyprinidae"	"carp, eye-spot"
2128	"Z"	"Anabantidae"	"gourami, moonlight"
2129	"Z"	"Cyprinidae"	"shark, greater black"
2130	"Z"	"Mastacembelidae"	"eel, spotted spiny"
2131	"Z"	"Cyprinidae"	"shark, red-finned black"
2132	"Z"	"Cobitidae"	"botia, red-tail"
2133	"Z"	"Syngnathidae"	"pipefish, common freshwater"
2134	"Z"	"Gyrinocheilidae"	"gyrinochelid, Siamese"
2135	"Z"	"Centropomidae"	"glassfish, Siamese"
2136	"Z"	"Carangidae"	"cavalla, long-fin"
2137	"Z"	"?"	"snapper, sharp-toothed"
2138	"Z"	"Clupeidae"	"sardine, smooth-scale rainbow"
2139	"Z"	"Thunnidae"	"tuna, skipjack"
2140	"Z"	"Dasyatidae"	"stingray, imbricated"
2141	"Z"	"Thunnidae"	"tuna, long-tail"
2142	"Z"	"Carangidae"	"trevally, yellow-stripe"
2143	"Z"	"Carangidae"	"crevalle, banded"
2144	"Z"	"Lutianidae"	"snapper, big-eye"
2145	"Z"	"Serranidae"	"grouper, yellow"
2146	"Z"	"Mugilidae"	"mullet, blue-spot grey"
2147	"Z"	"?"	"flounder, large-tooth"
2148	"Z"	"Thunnidae"	"mackerel, frigate"
2149	"Z"	"Cynoglossidae"	"sole, large-scale tongue"
2150	"Z"	"Serranidae"	"seabass, blue-spotted"
2151	"Z"	"Lutianidae"	"snapper, Russell's"
2152	"Z"	"Lutianidae"	"snapper, malabar red"
2153	"Z"	"Sphyrnidae"	"shark, squat-headed hammerhead"
2154	"Z"	"Nemipteridae"	"bream, lattice monocle"
2155	"Z"	"Drepanidae"	"sicklefish, spotted"
2157	"Z"	"Testudinidae"	"terrapin, painted batagur"
2158	"Z"	"Trionychidae"	"turtle, common Siamese soft-shelled"
2159	"Z"	"Brachyura"	"crab, spiny rock"
2160	"Z"	"Alpheidae"	"shrimp, common snapping"
2161	"Z"	"Brachyura"	"crab, Haswell's button"
2162	"Z"	"Bataguridae"	"terrapin, Southern salt-water"
2163	"Z"	"Brachyura"	"crab, brick-red box"
2164	"Z"	"Cheloniidae"	"turtle, olive Ridley"
2165	"Z"	"?"	"octopus, Dollfus'"
2167	"Z"	"Mustelidae"	"otter, smooth-coated"
2168	"Z"	"?"	"shell, labiated cowl"
2169	"Z"	"?"	"oyster, pearl"
2170	"Z"	"?"	"clam, scaly giant"
2172	"Z"	"Clupeidae"	"ilisha, elongated"
2176	"Z"	"Synodidae"	"lizardfish, brushtooth"
2178	"Z"	"Soricidae"	"shrew, Savi's pygmy"
2179	"Z"	"Cynocephalidae"	"lemur, Malayan flying"
2180	"Z"	"Tupaiidae"	"shrew, common tree"
2181	"Z"	"Canidae"	"dog, dhole red"
2182	"Z"	"Sciuridae"	"squirrel, black giant"
2184	"B"	"Plumbaginaceae"	"pink, sea"
2185	"B"	"Plumbaginaceae"	"leadwort, pink"
2189	"B"	"Oleaceae"	"jasmine ?"
2190	"B"	"Gentianaceae"	"water snowflake"
2191	"B"	"Gentianaceae"	"floating heart"
2192	"B"	"Apocynaceae"	"garunda"
2193	"B"	"Apocynaceae"	"oleander, scented"
2194	"B"	"Apocynaceae"	"porcelaine"
2196	"B"	"Asclepiadaceae"	"milkweed"
2197	"B"	"Asclepiadaceae"	"Malayan dog bane"
2201	"B"	"Acanthaceae"	"black-eyed Susan"
2202	"B"	"Acanthaceae"	"caricature plant"
2205	"B"	"Rubiaceae"	"quinquina"
2206	"B"	"Rubiaceae"	"quinquina, red"
2208	"B"	"Rubiaceae"	"dona arora"
2210	"B"	"Rubiaceae"	"ixora"
2211	"B"	"Rubiaceae"	"ixora"
2212	"B"	"Rubiaceae"	"ixora"
2213	"B"	"Rubiaceae"	"coffee, Arabica"
2214	"B"	"Rubiaceae"	"coffee, robusta"
2217	"B"	"Caprifoliaceae"	"honey-suckle, common"
2218	"B"	"Asteraceae"	"cone flower"
2219	"B"	"Asteraceae"	"tickseed"
2221	"Z"	"Motacillidae"	"wagtail, yellow"
2222	"B"	"Arecaceae"	"Adam's needle"
2223	"B"	"Dracaenaceae"	"dracaena, Sander's"
2224	"B"	"Dracaenaceae"	"dracaena, Godseff's"
2225	"B"	"Dracaenaceae"	"dracaena, green Sander's"
2226	"B"	"Dracaenaceae"	"dracaena, ?"
2227	"B"	"Dracaenaceae"	"dracaena, ?"
2228	"B"	"Agavaceae"	"cordyline"
2229	"B"	"Amaryllidaceae"	"amaryllis"
2233	"Z"	"Emydidae"	"turtle, ?"
2234	"Z"	"Hipposideridae"	"bat, East Asiatic tailess roundleaf"
2235	"Z"	"Hipposideridae"	"bat, ?"
2236	"Z"	"Hipposideridae"	"bat, ?"
2237	"Z"	"Vespertilionidae"	"bat, ?"
2238	"Z"	"Vespertilionidae"	"bat, small-toothed whiskered"
2239	"Z"	"Cercopithecidae"	"monkey, Tonkin leaf"
2240	"Z"	"Cercopithecidae"	"monkey, Tonkin leaf"
2241	"Z"	"Cercopithecidae"	"monkey, Tonkin leaf"
2242	"Z"	"Hylobatidae"	"gibbon, white-cheeked ?"
2243	"Z"	"Mustelidae"	"otter, small-clawed"
2244	"Z"	"Mustelidae"	"otter, hairy-nosed"
2245	"Z"	"Mustelidae"	"badger, Burmese ferret-"
2246	"Z"	"Mustelidae"	"weasel, back-striped"
2247	"Z"	"Viverridae"	"civet, three-striped palm"
2248	"Z"	"Viverridae"	"civet, otter"
2249	"Z"	"Tragulidae"	"mouse-deer, greater"
2250	"Z"	"Tragulidae"	"mouse-deer, lesser"
2251	"Z"	"Cervidae"	"deer, barking"
2252	"Z"	"Sciuridae"	"squirrel, hairy-footed flying"
2253	"Z"	"Sciuridae"	"squirrel, particolored flying"
2254	"Z"	"Sciuridae"	"squirrel, flying Phayre'e"
2255	"Z"	"Sciuridae"	"squirrel, variable"
2256	"Z"	"Placanthomyidae"	"rat, blind ?"
2257	"Z"	"Muridae"	"mouse, long-tailed cane"
2258	"Z"	"Leporidae"	"hare, Chinese ?"
2259	"Z"	"Hemiprocnidae"	"treeswift, crested"
2260	"Z"	"Sulidae"	"booby, brown"
2262	"Z"	"Fregatidae"	"frigatebird, Christmas"
2263	"Z"	"Geckonidae"	"gecko"
2264	"Z"	"Agamidae"	"lizard, scaled-bellied tree"
2265	"Z"	"Agamidae"	"lizard, common butterfly"
2266	"Z"	"Agamidae"	"Indochinese water dragon"
2267	"Z"	"Varanidae"	"monitor, giant"
2268	"Z"	"Boidae"	"python, short"
2269	"Z"	"Boidae"	"python, Burmese"
2270	"Z"	"Boidae"	"python, reticulated"
2273	"Z"	"Colubridae"	"snake, dog-toothed cat"
2274	"Z"	"Colubridae"	"racer, ?"
2275	"Z"	"Colubridae"	"racer, red mountain"
2276	"Z"	"Colubridae"	"snake, red-tailed rat"
2278	"Z"	"Colubridae"	"snake, Indochinese rat"
2279	"Z"	"Colubridae"	"snake, common rat"
2280	"Z"	"Colubridae"	"snake, white-bellied water"
2282	"Z"	"Elapidae"	"snake, beaked sea"
2284	"Z"	"Viperidae"	"viper, Fea's"
2285	"Z"	"Crotalidae"	"viper, sharp-nosed"
2287	"Z"	"Crotalidae"	"viper, montane"
2288	"Z"	"Platysternidae"	"turtle, big-headed"
2289	"Z"	"Emydidae"	"turtle, Asian box"
2290	"Z"	"Emydidae"	"turtle, ?"
2291	"Z"	"Emydidae"	"turtle, ?"
2292	"Z"	"Emydidae"	"terrapin, Asian giant"
2293	"Z"	"Testudinidae"	"turtle, ?"
2294	"Z"	"Testudinidae"	"turtle, elongated"
2295	"Z"	"Trionychidae"	"turtle, Asian giant soft-shelled"
2296	"Z"	"Rhinolophidae"	"bat, Robinson's horseshoe"
2297	"Z"	"Rhinolophidae"	"bat, Bourret's horseshoe"
2298	"Z"	"Vespertilionidae"	"bat, great evening"
2299	"Z"	"Ardeidae"	"heron, purple"
2300	"Z"	"Megalaimidae"	"barbet, red-vented"
2301	"Z"	"Cuculidae"	"cuckoo, chestnut-winged"
2302	"Z"	"Anatidae"	"goose, grey-lag"
2303	"Z"	"Anatidae"	"duck, spot-billed"
2304	"Z"	"Anatidae"	"goose, cotton pygmy-"
2305	"Z"	"Ciconiidae"	"stork, black"
2306	"Z"	"Ciconiidae"	"stork, milky"
2307	"Z"	"Threskiornithidae"	"ibis, black-headed"
2308	"Z"	"Picidae"	"woodpecker, heart-spotted"
2309	"Z"	"Picidae"	"woodpecker, black-and-buff"
2310	"Z"	"Picidae"	"woodpecker, bay"
2311	"Z"	"Picidae"	"woodpecker, fulvous-breasted"
2312	"Z"	"Picidae"	"woodpecker, crimson-breasted"
2313	"Z"	"Picidae"	"woodpecker, great slaty"
2314	"Z"	"Picidae"	"woodpecker, pale-headed"
2315	"Z"	"Picidae"	"woodpecker, black-headed"
2316	"Z"	"Picidae"	"woodpecker, streak-throated"
2317	"Z"	"Picidae"	"woodpecker, grey-headed"
2318	"Z"	"Picidae"	"woodpecker, rufous"
2319	"Z"	"Picidae"	"wryneck, Eurasian"
2320	"Z"	"Bataguridae"	"turtle, ?"
2321	"Z"	"Megalaimidae"	"barbet, green-eared"
2322	"Z"	"Alcedinidae"	"kingfisher, pied"
2323	"Z"	"Alcedinidae"	"kingfisher, crested"
2324	"Z"	"Alcedinidae"	"kingfisher, stork-billed"
2325	"Z"	"Alcedinidae"	"kingfisher, ruddy"
2326	"Z"	"Alcedinidae"	"kingfisher, collared"
2328	"Z"	"Apodidae"	"needletail, white-vented"
2329	"Z"	"Apodidae"	"needletail, brown"
2330	"Z"	"Apodidae"	"swift, forked-tailed"
2331	"Z"	"Apodidae"	"swift, house"
2332	"Z"	"Apodidae"	"swift, Asian palm-"
2333	"Z"	"Strigidae"	"owl, buffy fish-"
2334	"Z"	"Columbidae"	"pigeon, yellow-footed"
2335	"Z"	"Columbidae"	"pigeon, cinnamon-headed"
2336	"Z"	"Columbidae"	"pigeon, pale-capped"
2337	"Z"	"Columbidae"	"cuckoo-dove, little"
2338	"Z"	"Psittacidae"	"parakeet, long-tailed"
2339	"Z"	"Psittacidae"	"parakeet, blue-rumped"
2340	"Z"	"Cuculidae"	"malkoha, black-bellied"
2341	"Z"	"Strigidae"	"owl, tawny fish-"
2342	"Z"	"Strigidae"	"owl, collared scops-"
2343	"Z"	"Strigidae"	"owl, short-eared"
2344	"Z"	"Strigidae"	"owl, tawny"
2345	"Z"	"Strigidae"	"owlet, Asian barred"
2346	"Z"	"Alaudidae"	"skylark, Oriental"
2347	"Z"	"Dicaeidae"	"flowerpecker, plain"
2348	"Z"	"Nectariniidae"	"sunbird, crimson"
2349	"Z"	"Motacillidae"	"wagtail, white"
2350	"Z"	"Timaliidae"	"laughingthrush, masked"
2351	"Z"	"Ploceidae"	"sparrow, Eurasian tree-"
2352	"Z"	"Nectariniidae"	"spiderhunter, grey-breasted"
2353	"Z"	"Paridae"	"tit, great"
2354	"B"	"Oenotheraceae"	"fuchsia"
2355	"Z"	"Sturnidae"	"starling, black-collared"
2356	"Z"	"Sturnidae"	"mynah, Chinese jungle"
2357	"Z"	"Sturnidae"	"starling, grey"
2358	"Z"	"Sturnidae"	"starling, white-shouldered"
2359	"Z"	"Sturnidae"	"starling, chestnut-tailed"
2360	"Z"	"Laniidae"	"shrike, long-tailed"
2361	"Z"	"Laniidae"	"shrike, Burmese"
2362	"Z"	"Oriolidae"	"bluebird, Asian fairy-"
2364	"Z"	"Ardeidae"	"bittern, great"
2365	"Z"	"Ciconiidae"	"heron, white-eared night-"
2366	"Z"	"Anatidae"	"pochard, Baer's"
2367	"Z"	"Accipitridae"	"vulture, cinereous"
2368	"Z"	"Falconidae"	"falcon, peregrine"
2369	"Z"	"Charadriidae"	"plover, lesser sand-"
2370	"Z"	"Glareolidae"	"pratincole, collared easterm"
2371	"B"	"Amaranthaceae"	"bachelor's button"
2372	"B"	"Begoniaceae"	"begonia, white"
2373	"B"	"Begoniaceae"	"begonia, wild"
2374	"B"	"Cheiropleuriaceae"	"fern, Elk's horn"
2375	"B"	"Pandanaceae"	"screw pine, variegated"
2376	"B"	"Marantaceae"	"zebra plant"
2377	"B"	"Asteraceae"	"golden rod"
2378	"Z"	"Falconidae"	"hobby, Oriental"
2379	"Z"	"Accipitridae"	"sparrowhawk, Northern"
2380	"Z"	"Falconidae"	"falconet, pied"
2381	"Z"	"Scolopacidae"	"snipe, common"
2382	"Z"	"Scolopacidae"	"snipe, pintail"
2383	"B"	"Clusiaceae"	"ironwood"
2385	"B"	"Caesalpiniaceae"	"cassia, yellow"
2386	"B"	"Caesalpiniaceae"	"cassia, Java"
2387	"B"	"Bignoniaceae"	"calabash"
2388	"B"	"Rutaceae"	"lime berry"
2389	"B"	"Myrtaceae"	"pitanga"
2390	"B"	"Euphorbiaceae"	"spurge, seashore"
2391	"B"	"Crassulaceae"	"live-forever"
2392	"B"	"Crassulaceae"	"life plant"
2393	"B"	"Euphorbiaceae"	"milk bush"
2394	"B"	"Agavaceae"	"bowstring hemp, ?"
2395	"B"	"Bambusoideae"	"bamboo, giant"
2399	"B"	"Bambusoideae"	"bamboo, golden"
2401	"B"	"Cactaceae"	"cactus, old man"
2402	"B"	"Nephrolepidaceae"	"fern, Duff"
2403	"B"	"Nephrolepidaceae"	"fern, North sword"
2405	"Z"	"Emydidae"	"turtle, ?"
2406	"Z"	"Emydidae"	"turtle, ?"
2407	"Z"	"Trionychidae"	"terrapin, ?"
2408	"B"	"Araceae"	"dieffenbachia, spotted"
2409	"B"	"Araceae"	"dieffenbachia, spotted"
2410	"B"	"Dracaenaceae"	"dracaena, fragrant"
2411	"B"	"Caryophyllaceae"	"Chinese pink ?"
2412	"B"	"Sterculiaceae"	"Japanese warnish tree"
2421	"B"	"Lauraceae"	"cinnamon"
2423	"B"	"Sapotaceae"	"mimusops"
2424	"B"	"Fagaceae"	"oak, ?"
2425	"B"	"Fagaceae"	"oak, ?"
2437	"B"	"Magnoliaceae"	"champ, white"
2439	"B"	"Lauraceae"	"avocado"
2443	"B"	"Papaveraceae"	"poppy"
2444	"Z"	"Apodidae"	"swiftlet, Himalayan"
2455	"B"	"Amaranthaceae"	"amaranth, ?"
2456	"B"	"Amaranthaceae"	"amaranth, ?"
2458	"B"	"Rutaceae"	"lime, kaffi"
2460	"B"	"Chenopodiaceae"	"lamb's quarters"
2472	"B"	"Capparaceae"	"Cleome"
2475	"B"	"Droseraceae"	"sundew, Indian"
2487	"B"	"Malvaceae"	"cotton, upland"
2490	"B"	"Caesalpiniaceae"	"cassia, pink"
2492	"B"	"Rosaceae"	"berry, ?"
2493	"B"	"Papilionaceae"	"indigo"
2494	"B"	"Papilionaceae"	"indigo"
2495	"B"	"Papilionaceae"	"indigo"
2496	"B"	"Papilionaceae"	"indigo"
2499	"B"	"Papilionaceae"	"Japan pagoda tree"
2501	"Z"	"Syngnathidae"	"seahorse, ?"
2502	"Z"	"Syngnathidae"	"seahorse, brown"
2504	"Z"	"Clariidae"	"catfish, African"
2507	"B"	"Araceae"	"white sails"
2512	"B"	"Araceae"	"taro"
2520	"B"	"Gramineae"	"Job's tears"
2532	"B"	"Musaceae"	"banana, wild"
2543	"B"	"Asteraceae"	"Cupid's shaving brush"
2557	"B"	"Lamiaceae"	"basil, ?"
2560	"B"	"Acanthaceae"	"holly"
2564	"B"	"Pteridiaceae"	"spider brake"
2583	"B"	"Lauraceae"	"laurel, true"
2588	"B"	"Ulmaceae"	"elm, Dutch"
2589	"B"	"Ulmaceae"	"elm, American"
2590	"B"	"Ulmaceae"	"elm, Tonkinese ?"
2596	"B"	"Moraceae"	"upas tree"
2598	"B"	"Moraceae"	"mulberry, black"
2600	"B"	"Fagaceae"	"chestnut"
2601	"B"	"Juglandaceae"	"walnut, American black"
2602	"B"	"Juglandaceae"	"hickory, ?"
2604	"B"	"Juglandaceae"	"transcaucasia"
2605	"B"	"Phytolaccaceae"	"pokeweed, ?"
2606	"Z"	"Acipenseridae"	"sturgeon, common"
2607	"B"	"Crassulaceae"	"oyster plant"
2608	"B"	"Cucurbitaceae"	"gourd, ivy"
2609	"Z"	"Physeteridae"	"whale, sperm"
2610	"B"	"Rosaceae"	"strawberry, mock"
2611	"B"	"Pinaceae"	"pine, Dalat five-leaved"
2618	"Z"	"Colubridae"	"snake, flying"
2619	"Z"	"Colubridae"	"snake, paradise tree"
2620	"Z"	"Elapidae"	"snake, banded coral"
2621	"Z"	"Elapidae"	"snake, long-glanded coral"
2622	"Z"	"Elapidae"	"snake, small-spotted coral"
2623	"Z"	"Elapidae"	"snake, McClelland's coral"
2624	"Z"	"Elapidae"	"krait, red-headed"
2625	"Z"	"Viperidae"	"viper, Russell's"
2626	"Z"	"Crotalidae"	"viper, pit Wagler's"
2627	"Z"	"Crotalidae"	"viper, mangrove pit-"
2628	"Z"	"Crotalidae"	"viper, Pope's pit-"
2629	"Z"	"Colubridae"	"snake, yellow-ringed cat"
2630	"Z"	"Crotalidae"	"viper, Chinese green tree"
2631	"Z"	"Crotalidae"	"viper, white-lipped tree"
2633	"Z"	"Elapidae"	"krait, many-banded"
2634	"Z"	"Colubridae"	"snake, tentacled"
2635	"Z"	"Colubridae"	"snake, plumbeous"
2636	"Z"	"Colubridae"	"snake, Bocourt's water"
2637	"Z"	"Colubridae"	"snake, Malayan green whip"
2638	"Z"	"Colubridae"	"snake, Oriental whip"
2639	"Z"	"Colubridae"	"snake, black-headed cat"
2640	"Z"	"Colubridae"	"snake, brown tree"
2644	"B"	"Lamiaceae"	"sage"
2646	"Z"	"Tupaiidae"	"shrew, Northern smooth-tailed tree"
2647	"Z"	"Bucerotidae"	"hornbill, black"
2648	"Z"	"Anatidae"	"goose, bar-headed"
2650	"Z"	"Erinaceidae"	"shrew, pig-tailed"
2651	"Z"	"Talpidae"	"mole, Eastern"
2652	"Z"	"Crocodylidae"	"crocodile, saltwater"
2653	"Z"	"Soricidae"	"shrew, house"
2654	"Z"	"Soricidae"	"shrew, dwarf"
2655	"Z"	"Pteropodidae"	"bat, tailless fruit"
2656	"Z"	"Pteropodidae"	"rousette, Geoffroy's"
2657	"Z"	"Pteropodidae"	"rousette, Leschenault's"
2658	"Z"	"Pteropodidae"	"flying fox, Lyle's"
2659	"Z"	"Pteropodidae"	"flying fox, common"
2660	"Z"	"Pteropodidae"	"bat, greater long-tongued fruit"
2661	"Z"	"Pteropodidae"	"bat, lesser long-tongued fruit"
2662	"Z"	"Pteropodidae"	"bat, cave-dwelling nectar-eating"
2663	"Z"	"Pteropodidae"	"fox, Lyle's flying"
2664	"Z"	"Pteropodidae"	"fox, common flying"
2665	"Z"	"Emballonuridae"	"bat, tomb"
2666	"Z"	"Emballonuridae"	"bat, long-winged tomb"
2667	"Z"	"Emballonuridae"	"bat, long-winged tomb"
2668	"Z"	"Megadermatidae"	"vampire, lesser false"
2669	"Z"	"Rhinolophidae"	"bat, large-eared horseshoe"
2670	"Z"	"Rhinolophidae"	"bat, North Malayan horsedhoe"
2671	"Z"	"Rhinolophidae"	"bat, intermediate horseshoe"
2672	"Z"	"Rhinolophidae"	"bat, lesser brown horseshoe"
2673	"Z"	"Rhinolophidae"	"bat, Thomas' horseshoe"
2674	"Z"	"Rhinolophidae"	"bat, Dobson's horseshoe"
2675	"Z"	"Rhinolophidae"	"bat, least horseshoe"
2676	"Z"	"Rhinolophidae"	"bat, Peter's horseshoe"
2677	"Z"	"Rhinolophidae"	"bat, Shamel's horseshoe"
2678	"Z"	"Rhinolophidae"	"bat, Marshall's horseshoe"
2679	"Z"	"Hipposideridae"	"bat, bicolored roundleaf"
2680	"Z"	"Hipposideridae"	"bat, great roundleaf"
2681	"Z"	"Hipposideridae"	"bat, immediate roundleaf"
2682	"Z"	"Hipposideridae"	"bat, large Malay roundleaf"
2683	"Z"	"Manidae"	"pangolin, Malayan"
2684	"Z"	"Leporidae"	"hare, Siamese"
2685	"Z"	"Sciuridae"	"squirrel, belly-banded"
2686	"Z"	"Sciuridae"	"squirrel, Cambodian striped tree"
2687	"Z"	"Sciuridae"	"squirrel, Indochinese ground"
2688	"Z"	"Sciuridae"	"squirrel, red-cheeked"
2689	"Z"	"Phasianidae"	"phaesant, Hume's"
2690	"Z"	"Sciuridae"	"squirrel, red-and-white giant flying"
2691	"Z"	"Sciuridae"	"squirrel, red-cheeked flying"
2692	"Z"	"Cervidae"	"deer, Schomburgk's"
2693	"Z"	"Vespertilionidae"	"myotis, thick-thumped"
2694	"Z"	"Vespertilionidae"	"pipistrelie, pydmy"
2695	"Z"	"Vespertilionidae"	"bat, lesser club-footed"
2696	"Z"	"Vespertilionidae"	"bat, greater club-footed"
2697	"Z"	"Vespertilionidae"	"bat, lesser yellow"
2698	"Z"	"Vespertilionidae"	"bat, greater yellow"
2699	"Z"	"Vespertilionidae"	"bat, tube-nosed"
2700	"Z"	"Vespertilionidae"	"bat, Hutton's tube-nosed"
2701	"Z"	"Vespertilionidae"	"bat, painted"
2702	"Z"	"Vespertilionidae"	"bat, Harwicke's"
2703	"Z"	"Molossidae"	"bat, wrinkled-lipped"
2704	"Z"	"Rhyzomyidae"	"rat, large bamboo"
2705	"Z"	"Rhyzomyidae"	"rat, hairy bambo"
2706	"Z"	"Rhyzomyidae"	"rat, bay bamboo"
2707	"Z"	"Muridae"	"mouse, long-tailed cane"
2708	"Z"	"Muridae"	"mouse, pencil-tailed tree"
2709	"Z"	"Muridae"	"mouse, fea's tree"
2710	"Z"	"Muridae"	"bandicoot, lesser"
2711	"Z"	"Muridae"	"bandicoot, greater"
2712	"Z"	"Muridae"	"mouse, Gairdner's shrew"
2713	"Z"	"Muridae"	"mouse, Shortridge's"
2714	"Z"	"Muridae"	"mouse, Ryukyu shrew"
2715	"Z"	"Muridae"	"mouse, Cook's"
2716	"Z"	"Muridae"	"rat, lesser white-toothed"
2717	"Z"	"Muridae"	"rat, yellow rajah"
2718	"Z"	"Muridae"	"rat, chesnut"
